country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Lithuania,LTU,1/4/2021,,,,,720,,,,264,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/5/2021,10369,10369,,,311,0.38,0.38,,114,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/6/2021,13866,13866,,3497,592,0.51,0.51,,217,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/7/2021,18020,18020,,4154,1182,0.66,0.66,,434,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/8/2021,23190,23190,,5170,1903,0.85,0.85,,699,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/9/2021,23494,23494,,304,1928,0.86,0.86,,708,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/10/2021,23497,23497,,3,1911,0.86,0.86,,702,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/11/2021,25703,25703,,2206,2208,0.94,0.94,,811,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/12/2021,27788,27788,,2085,2488,1.02,1.02,,914,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/13/2021,33884,33884,,6096,2860,1.24,1.24,,1051,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/14/2021,42488,42488,,8604,3495,1.56,1.56,,1284,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/15/2021,49717,49717,,7229,3790,1.83,1.83,,1392,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/16/2021,50806,50806,,1089,3902,1.87,1.87,,1433,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/17/2021,51936,50848,1088,1130,4063,1.91,1.87,0.04,1492,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/18/2021,56434,53675,2759,4498,4390,2.07,1.97,0.1,1613,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/19/2021,62701,56035,6666,6267,4988,2.3,2.06,0.24,1832,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/20/2021,66169,57671,8498,3468,4612,2.43,2.12,0.31,1694,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/21/2021,67668,58536,9132,1499,3597,2.49,2.15,0.34,1321,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/22/2021,68017,58815,9202,349,2614,2.5,2.16,0.34,960,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/23/2021,68025,58823,9202,8,2460,2.5,2.16,0.34,904,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/24/2021,,,,,2301,,,,845,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/25/2021,68062,58860,9202,,1661,2.5,2.16,0.34,610,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/26/2021,71153,61325,9828,3091,1207,2.61,2.25,0.36,443,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/27/2021,78034,65157,12877,6881,1695,2.87,2.39,0.47,623,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/28/2021,85076,68533,16543,7042,2487,3.13,2.52,0.61,914,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/29/2021,93057,71483,21574,7981,3577,3.42,2.63,0.79,1314,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/30/2021,93661,71676,21985,604,3662,3.44,2.63,0.81,1345,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,1/31/2021,93669,71684,21985,8,3661,3.44,2.63,0.81,1345,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2/1/2021,96534,72728,23806,2865,4067,3.55,2.67,0.87,1494,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2/2/2021,100263,74313,25950,3729,4159,3.68,2.73,0.95,1528,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Lithuania,LTU,2/3/2021,106045,75804,30241,5782,4002,3.9,2.78,1.11,1470,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
Luxembourg,LUX,12/30/2020,1200,1200,,,,0.19,0.19,,,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,12/31/2020,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/1/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/2/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/3/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/4/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/5/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/6/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/7/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/8/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/9/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/10/2021,,,,,62,,,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/11/2021,1943,1943,,,62,0.31,0.31,,99,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/12/2021,2372,2372,,429,114,0.38,0.38,,182,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/13/2021,2871,2871,,499,177,0.46,0.46,,283,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/14/2021,3233,3233,,362,220,0.52,0.52,,351,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/15/2021,,,,,236,,,,377,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/16/2021,,,,,252,,,,403,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/17/2021,3755,3755,,,268,0.6,0.6,,428,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/18/2021,4569,4569,,814,375,0.73,0.73,,599,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/19/2021,5294,5294,,725,417,0.85,0.85,,666,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/20/2021,6193,6193,,899,475,0.99,0.99,,759,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/21/2021,6897,6897,,704,523,1.1,1.1,,835,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/22/2021,,,,,558,,,,891,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/23/2021,,,,,592,,,,946,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/24/2021,,,,,626,,,,1000,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/25/2021,8554,7309,1245,,569,1.37,1.17,0.2,909,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/26/2021,9525,8280,1245,971,604,1.52,1.32,0.2,965,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/27/2021,10449,9107,1342,924,608,1.67,1.45,0.21,971,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/28/2021,11373,9890,1483,924,639,1.82,1.58,0.24,1021,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/29/2021,,,,,630,,,,1006,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/30/2021,,,,,622,,,,994,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,1/31/2021,12428,10748,1680,,613,1.99,1.72,0.27,979,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2/1/2021,13241,11336,1905,813,670,2.12,1.81,0.3,1070,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Luxembourg,LUX,2/2/2021,14252,11925,2327,1011,675,2.28,1.91,0.37,1078,Pfizer/BioNTech,Government of Luxembourg,https://data.public.lu/fr/datasets/r/fec6d5ff-06a5-448c-932f-27ea2067b055
Maldives,MDV,1/31/2021,0,,,,,0,,,,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281
Maldives,MDV,2/1/2021,36,,,36,36,0.01,,,67,Oxford/AstraZeneca,Presidency of the Maldives,https://presidency.gov.mv/Press/Article/24281
Malta,MLT,12/28/2020,130,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/29/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/30/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,12/31/2020,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/1/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/2/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/3/2021,,,,,259,,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/4/2021,1940,,,,259,0.44,,,587,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/5/2021,,,,,281,,,,636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/6/2021,,,,,304,,,,689,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/7/2021,,,,,327,,,,741,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/8/2021,,,,,350,,,,793,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/9/2021,,,,,373,,,,845,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/10/2021,,,,,396,,,,897,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/11/2021,4870,,,,419,1.1,,,949,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/12/2021,,,,,524,,,,1187,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/13/2021,,,,,629,,,,1425,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/14/2021,,,,,735,,,,1665,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/15/2021,9496,,,,840,2.15,,,1902,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/16/2021,,,,,938,,,,2124,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/17/2021,11705,,,,1036,2.65,,,2346,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/18/2021,13002,,,1297,1162,2.94,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/19/2021,14276,,,1274,1178,3.23,,,2668,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/20/2021,15316,,,1040,1162,3.47,,,2632,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/21/2021,16531,,,1215,1170,3.74,,,2650,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/22/2021,17767,,,1236,1182,4.02,,,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/23/2021,18930,,,1163,1190,4.29,,,2695,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/24/2021,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/25/2021,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/26/2021,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/27/2021,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/28/2021,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/29/2021,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/30/2021,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,1/31/2021,,,,,1046,,,,2369,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/1/2021,27759,23811,3948,,941,6.29,5.39,0.89,2131,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/2/2021,29002,24526,4476,1243,947,6.57,5.55,1.01,2145,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Malta,MLT,2/3/2021,30252,25361,4891,1250,963,6.85,5.74,1.11,2181,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
Mexico,MEX,12/24/2020,2924,2924,,,,0,0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/25/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/26/2020,,,,,1300,,,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/27/2020,6824,6824,,,1300,0.01,0.01,,10,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/28/2020,9579,9579,,2755,1664,0.01,0.01,,13,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/29/2020,18529,18529,,8950,3121,0.01,0.01,,24,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/30/2020,24998,24998,,6469,3679,0.02,0.02,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,12/31/2020,,,,,3695,,,,29,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/1/2021,,,,,4051,,,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/2/2021,,,,,4407,,,,34,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/3/2021,,,,,4763,,,,37,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/4/2021,43960,43960,,,4912,0.03,0.03,,38,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/5/2021,48236,48236,,4276,4244,0.04,0.04,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/6/2021,53185,53185,,4949,4027,0.04,0.04,,31,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/7/2021,58402,58402,,5217,4230,0.05,0.05,,33,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/8/2021,67468,67468,,9066,4984,0.05,0.05,,39,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/9/2021,74794,74794,,7326,5488,0.06,0.06,,43,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/10/2021,81300,81300,,6506,5876,0.06,0.06,,46,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
Mexico,MEX,1/11/2021,87060,87060,,5760,6157,0.07,0.07,,48,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-262965?idiom=es
